date,S&P500,나스닥100,나스닥종합,다우존스,러셀2000,반도체(SOX),QQQ(나100 1x),QLD(나100 2x),TQQQ(나100 3x),SPY(S&P 1x),SSO(S&P 2x),UPRO(S&P 3x),SOXX(반도체 1x),SOXL(반도체 3x),DIA(다우 1x),UDOW(다우 3x),IWM(러셀 1x),TNA(러셀 3x)
2014-09-30,11168.120362988104,3506.6243795088526,4433.975033644923,528.724356485617,644.9739883246723,524.5648906006892,204.4966170151579,392.7131589044483,775.2220071382877,671.1981002188052,184.8466412515928,818.0814035063993,126.33584525487096,267.66172552074613,307.249702456365,434.4684228855591,276.9572484225444,424.30468216796663
2014-10-31,11427.237068316563,3600.8051957575867,4569.508981365125,539.508595213559,687.0265362325003,526.5202643620796,209.89934954645472,411.2680498523283,826.2100999469492,687.0052897028689,192.9353467480856,867.4340331368429,126.77225688964795,260.1972849193021,313.3563052865294,456.67680749477546,295.218414333757,506.15397759872695
2014-11-30,11707.588201914565,3756.3127060664847,4728.271221597556,553.0880677080122,686.862594249667,563.3929550832936,219.4421131547752,449.0649079585964,944.3171626664897,705.8788204486241,203.61557689801128,939.7901603760986,135.9219270042818,317.8879328893307,322.57220748375124,497.69650061820545,295.5477623187754,507.42558264956665
2014-12-31,11658.549944129589,3668.409821622937,4673.426066541814,552.9276804761568,705.2865572219338,564.3213489341009,214.52521688471694,427.38139413634315,873.4032950517189,704.0883231830162,201.90605409382002,925.3530995846484,136.2161590269249,317.47545043663155,322.8692583018926,496.3156342157272,304.0977628811481,545.1876706883864
2015-01-31,11296.659158956449,3592.3363830870308,4573.949478861292,532.5106948805601,682.2727189892197,536.6093390734891,210.05812554416931,408.78453137193134,812.7268923706373,683.2266728722896,189.4905131766426,837.7093451576966,129.5879280664327,270.2850406258939,311.46458631076854,441.3019746389556,294.13224757898524,488.3312986652915
2015-02-28,11916.761144867127,3845.4016217417916,4897.898129586181,562.5333426847109,722.0713147625324,587.1449745367402,225.22555605033446,469.0130206036736,997.5350450742532,721.6273497112629,211.09580623250727,984.17775764225,142.03789457246916,353.762912171277,330.05677860878234,521.6469770171144,311.62262538100754,576.8492532177304
2015-03-31,11709.455891536449,3752.7622232668114,4836.076633032283,551.4711075004965,733.4289780675786,571.3951745232761,219.912487695119,445.7765980920777,923.1482112583125,710.2934608882024,203.8421134509837,932.1733522442005,138.2410445137793,320.34816880167887,324.0416565450223,490.00035607246855,317.1382649675511,604.9406805618453
2015-04-30,11809.230055408154,3822.5232695535437,4876.080620132629,553.4690101056983,714.3200177520439,563.8448162148494,224.1399223617986,461.7563603981597,970.7443465970973,717.2783935325682,207.59421111193643,956.3404091306355,136.4619511591627,307.184914610154,325.34872899041017,492.9824485221979,309.00388037206585,557.178656686831
2015-05-31,11933.125202642294,3903.9226437027273,5002.989903662139,558.7479131709456,729.7758018345922,612.4168540541449,229.1796495797682,482.2081833639489,1032.41280960002,726.4998183083486,212.3868352448576,989.1683162960848,148.60689817231588,390.05067004337394,329.60066569527953,512.5951516825293,315.9143168858046,591.6022816649224
2015-06-30,11682.390290191324,3807.3775872998467,4920.9298375738435,546.612592276055,734.1197641207897,559.1207086261674,223.4866128848422,457.50342658638,953.444937422845,711.7431973206137,203.69560367468281,927.755022001633,135.75589991641596,295.9525506364966,322.6038873220026,478.21180985266994,318.38778976256623,602.1787461784544
2015-07-31,11913.024383173599,3973.7703696338476,5060.469676806971,548.7950583524438,725.180066398647,530.981459076192,233.67267726686129,498.2815937693445,1080.7260501926485,727.8209705229223,212.28158111301818,985.0411717074044,129.04844139914243,250.64592668025384,324.4899541680314,483.895565971399,314.87291500298056,578.1291252683483
2015-08-31,11167.497569372517,3701.575990531306,4713.351034372478,512.7514362973513,678.7951336245078,502.02062559775004,217.72570682799775,428.4835303683682,850.7234391172799,683.460048165294,185.79768705924593,799.2106290793462,122.38519830840397,207.31738984820458,304.3524626233296,390.9196020209863,295.0013609420869,468.79518947065196
2015-09-30,10872.197315325773,3620.592255847655,4559.068801271053,505.2026024903647,644.394331209258,495.1932651580141,212.91976911302095,406.8435410772467,781.5251552133628,666.0210034599722,175.50714310013362,730.1877957288264,120.76068449893332,194.0362174252274,300.22609391170556,370.5701183405402,280.4391456432982,397.4554390813634
2015-10-31,11774.406146026009,4025.658073247603,4986.925382501147,547.9785195022421,680.2060780739747,544.3158003341446,237.1286134762185,503.7229365181127,1072.4794476412646,722.6726027182717,206.12620838075674,925.7987953619916,132.73890663331352,253.84846813186223,325.9848029234071,472.38750643029243,296.20744806487534,463.2041040520794
